Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Tokens,Stemmed_Text,Polarity,Predicted_Sentiment
558,562,"Despite meticulous training, the swimmer faces disappointment as a split-second miscalculation costs them the lead in a crucial race. ", Miscalculation ,2015-06-28 20:00:00, SwimmingEnthusiastRaceSetback , Instagram , #Miscalculation #SwimmingDisappointment ,28.0,55.0, Australia ,2015,6,28,20,"['despite', 'meticulous', 'training', 'swimmer', 'faces', 'disappointment', 'split', 'second', 'miscalculation', 'costs', 'lead', 'crucial', 'race']","['despit', 'meticul', 'train', 'swimmer', 'face', 'disappoint', 'split', 'second', 'miscalcul', 'cost', 'lead', 'crucial', 'race']",-0.3,Negative
559,563,"The weightlifter's failed attempt at a personal record results in frustration, highlighting the challenging nature of pushing physical limits. ", Challenge ,2022-01-08 21:30:00, WeightliftingFanFailedRecord , Facebook , #Challenge #WeightliftingFailure ,35.0,70.0, Germany ,2022,1,8,21,"['weightlifter', 'failed', 'attempt', 'personal', 'record', 'results', 'frustration', 'highlighting', 'challenging', 'nature', 'pushing', 'physical', 'limits']","['weightlift', 'fail', 'attempt', 'person', 'record', 'result', 'frustrat', 'highlight', 'challeng', 'natur', 'push', 'physic', 'limit']",0.0,Neutral
560,564,"In the midst of a soccer match, an unexpected own goal creates a moment of despair for the player, as teammates console and encourage them. ", Despair ,2018-12-15 20:15:00, SoccerPlayerOwnGoalMoment , Twitter , #Despair #OwnGoal ,22.0,45.0, Spain ,2018,12,15,20,"['midst', 'soccer', 'match', 'unexpected', 'goal', 'creates', 'moment', 'despair', 'player', 'teammates', 'console', 'encourage']","['midst', 'soccer', 'match', 'unexpect', 'goal', 'creat', 'moment', 'despair', 'player', 'teammat', 'consol', 'encourag']",0.35,Positive
561,565,"In the serene beauty of a sunset, nature unfolds a canvas of colors, evoking a sense of tranquility and wonder. ", Tranquility ,2021-07-10 19:00:00, NatureEnthusiastSunsetWonder , Instagram , #Tranquility #SunsetBeauty ,40.0,80.0, Canada ,2021,7,10,19,"['serene', 'beauty', 'sunset', 'nature', 'unfolds', 'canvas', 'colors', 'evoking', 'sense', 'tranquility', 'wonder']","['seren', 'beauti', 'sunset', 'natur', 'unfold', 'canva', 'color', 'evok', 'sens', 'tranquil', 'wonder']",0.0,Neutral
562,566,"Embarking on a spontaneous road trip, the traveler discovers hidden gems, creating memories that will be cherished for a lifetime. ", Adventure ,2019-09-28 20:30:00, TravelEnthusiastRoadTripDiscovery , Twitter , #Adventure #RoadTripMemories ,35.0,70.0, USA ,2019,9,28,20,"['embarking', 'spontaneous', 'road', 'trip', 'traveler', 'discovers', 'hidden', 'gems', 'creating', 'memories', 'cherished', 'lifetime']","['embark', 'spontan', 'road', 'trip', 'travel', 'discov', 'hidden', 'gem', 'creat', 'memori', 'cherish', 'lifetim']",0.21666666666666667,Positive
563,567,"Amidst the bustling city, a quiet café becomes a sanctuary for reflection, where a cup of coffee brings solace to the wandering mind. ", Solace ,2022-03-15 18:45:00, UrbanExplorerCafeSolitude , Facebook , #Solace #CafeReflection ,30.0,60.0, France ,2022,3,15,18,"['amidst', 'bustling', 'city', 'quiet', 'becomes', 'sanctuary', 'reflection', 'where', 'cup', 'coffee', 'brings', 'solace', 'wandering', 'mind']","['amidst', 'bustl', 'citi', 'quiet', 'becom', 'sanctuari', 'reflect', 'where', 'cup', 'coffe', 'bring', 'solac', 'wander', 'mind']",0.0,Neutral
564,568,"Exploring the vibrant street art of a cultural neighborhood, each mural tells a story, infusing the city with creativity and expression. ", Creativity ,2017-11-05 21:15:00, ArtEnthusiastStreetArtExploration , Instagram , #Creativity #StreetArtVibes ,22.0,45.0, Brazil ,2017,11,5,21,"['exploring', 'vibrant', 'street', 'art', 'cultural', 'neighborhood', 'mural', 'tells', 'story', 'infusing', 'city', 'creativity', 'expression']","['explor', 'vibrant', 'street', 'art', 'cultur', 'neighborhood', 'mural', 'tell', 'stori', 'infus', 'citi', 'creativ', 'express']",0.13333333333333333,Positive
565,569,"In the world of science, a breakthrough discovery unfolds, pushing the boundaries of knowledge and opening new frontiers of exploration. ", Breakthrough ,2020-05-20 16:30:00, ScienceEnthusiastDiscoveryMoment , Twitter , #Breakthrough #ScientificDiscovery ,28.0,55.0, Germany ,2020,5,20,16,"['world', 'science', 'breakthrough', 'discovery', 'unfolds', 'pushing', 'boundaries', 'knowledge', 'opening', 'new', 'frontiers', 'exploration']","['world', 'scienc', 'breakthrough', 'discoveri', 'unfold', 'push', 'boundari', 'knowledg', 'open', 'new', 'frontier', 'explor']",0.13636363636363635,Positive
566,570,"Connecting with the melody of a live orchestra, the music enthusiast experiences a symphony that resonates deep within the soul. ", Harmony ,2016-08-22 19:45:00, MusicLoverLiveOrchestraExperience , Facebook , #Harmony #OrchestraMelody ,18.0,35.0, UK ,2016,8,22,19,"['connecting', 'melody', 'live', 'orchestra', 'music', 'enthusiast', 'experiences', 'symphony', 'resonates', 'deep', 'within', 'soul']","['connect', 'melodi', 'live', 'orchestra', 'music', 'enthusiast', 'experi', 'symphoni', 'reson', 'deep', 'within', 'soul']",0.06818181818181818,Neutral
567,571,"Embracing the aroma of freshly baked bread, the home chef finds joy in the art of baking, creating delicious memories for loved ones. ", Joy in Baking ,2023-04-10 17:15:00, HomeBakerDeliciousMemories , Instagram , #JoyInBaking #HomemadeDelights ,22.0,45.0, India ,2023,4,10,17,"['embracing', 'aroma', 'freshly', 'baked', 'bread', 'home', 'chef', 'finds', 'joy', 'art', 'baking', 'creating', 'delicious', 'memories', 'loved', 'ones']","['embrac', 'aroma', 'freshli', 'bake', 'bread', 'home', 'chef', 'find', 'joy', 'art', 'bake', 'creat', 'delici', 'memori', 'love', 'one']",0.7,Positive
568,572,"Wandering through a historical museum, the history enthusiast becomes immersed in the tales of the past, envisioning bygone eras. ", Envisioning History ,2015-12-18 18:00:00, HistoryBuffMuseumExploration , Twitter , #EnvisioningHistory #MuseumTales ,28.0,55.0, Italy ,2015,12,18,18,"['wandering', 'historical', 'museum', 'history', 'enthusiast', 'becomes', 'immersed', 'tales', 'past', 'envisioning', 'bygone', 'eras']","['wander', 'histor', 'museum', 'histori', 'enthusiast', 'becom', 'immers', 'tale', 'past', 'envis', 'bygon', 'era']",-0.125,Negative
569,573,"In the realm of literature, a captivating novel transports the reader to distant lands, weaving a tapestry of imagination and escape. ", Imagination ,2021-10-08 20:30:00, BookwormCaptivatingNovelEscape , Facebook , #Imagination #LiteraryEscape ,35.0,70.0, Japan ,2021,10,8,20,"['realm', 'literature', 'captivating', 'novel', 'transports', 'reader', 'distant', 'lands', 'weaving', 'tapestry', 'imagination', 'escape']","['realm', 'literatur', 'captiv', 'novel', 'transport', 'reader', 'distant', 'land', 'weav', 'tapestri', 'imagin', 'escap']",0.2,Positive
570,574,"Capturing the essence of a bustling market, the photographer freezes moments in time, each frame telling a unique and vibrant story. ", Vibrancy ,2019-03-22 21:45:00, PhotographyEnthusiastMarketMoments , Instagram , #Vibrancy #MarketStories ,22.0,45.0, Australia ,2019,3,22,21,"['capturing', 'essence', 'bustling', 'market', 'photographer', 'freezes', 'moments', 'time', 'frame', 'telling', 'unique', 'vibrant', 'story']","['captur', 'essenc', 'bustl', 'market', 'photograph', 'freez', 'moment', 'time', 'frame', 'tell', 'uniqu', 'vibrant', 'stori']",0.2708333333333333,Positive
571,575,"Underneath the city lights, the dancer expresses emotions through graceful movements, creating a mesmerizing performance under the night sky. ", Mesmerizing ,2018-06-15 22:00:00, DanceEnthusiastCityNightPerformance , Twitter , #Mesmerizing #NightDancePerformance ,40.0,80.0, USA ,2018,6,15,22,"['underneath', 'city', 'lights', 'dancer', 'expresses', 'emotions', 'graceful', 'movements', 'creating', 'mesmerizing', 'performance', 'night', 'sky']","['underneath', 'citi', 'light', 'dancer', 'express', 'emot', 'grace', 'movement', 'creat', 'mesmer', 'perform', 'night', 'sky']",0.3,Positive
572,576,"In the heart of a bustling market, the street food connoisseur indulges in a culinary adventure, savoring diverse flavors and aromas. ", Culinary Adventure ,2019-08-28 19:30:00, FoodieMarketStreetFoodExploration , Instagram , #CulinaryAdventure #StreetFoodDelights ,35.0,70.0, Thailand ,2019,8,28,19,"['heart', 'bustling', 'market', 'street', 'food', 'connoisseur', 'indulges', 'culinary', 'adventure', 'savoring', 'diverse', 'flavors', 'aromas']","['heart', 'bustl', 'market', 'street', 'food', 'connoisseur', 'indulg', 'culinari', 'adventur', 'savor', 'divers', 'flavor', 'aroma']",0.0,Neutral
573,577,"As the first snowflake descends, the winter enthusiast eagerly prepares for a season of frosty delights, anticipating the magic of snow-covered landscapes. ", Winter Magic ,2022-12-01 17:45:00, SnowLoverWinterEnthusiast , Facebook , #WinterMagic #SnowyLandscapes ,30.0,60.0, Canada ,2022,12,1,17,"['first', 'snowflake', 'descends', 'winter', 'enthusiast', 'eagerly', 'prepares', 'season', 'frosty', 'delights', 'anticipating', 'magic', 'snow', 'covered', 'landscapes']","['first', 'snowflak', 'descend', 'winter', 'enthusiast', 'eagerli', 'prepar', 'season', 'frosti', 'delight', 'anticip', 'magic', 'snow', 'cover', 'landscap']",0.375,Positive
574,578,"Amidst the pages of a captivating mystery novel, the reader unravels clues and secrets, experiencing a thrilling journey of suspense and revelation. ", Thrilling Journey ,2017-04-10 21:15:00, MysteryBookwormSuspensefulRead , Twitter , #ThrillingJourney #MysteryNovel ,22.0,45.0, UK ,2017,4,10,21,"['amidst', 'pages', 'captivating', 'mystery', 'novel', 'reader', 'unravels', 'clues', 'secrets', 'experiencing', 'thrilling', 'journey', 'suspense', 'revelation']","['amidst', 'page', 'captiv', 'mysteri', 'novel', 'reader', 'unravel', 'clue', 'secret', 'experienc', 'thrill', 'journey', 'suspens', 'revel']",0.375,Positive
575,579,"Surrounded by the vibrant colors of a flower garden, the gardener nurtures blossoms, finding joy in the beauty of nature's ever-changing canvas. ", Nature's Beauty ,2020-05-15 18:30:00, GardeningEnthusiastFlowerGarden , Instagram , #NaturesBeauty #FloralJoy ,28.0,55.0, Australia ,2020,5,15,18,"['surrounded', 'vibrant', 'colors', 'flower', 'garden', 'gardener', 'nurtures', 'blossoms', 'finding', 'joy', 'beauty', 'nature', 'ever', 'changing', 'canvas']","['surround', 'vibrant', 'color', 'flower', 'garden', 'garden', 'nurtur', 'blossom', 'find', 'joy', 'beauti', 'natur', 'ever', 'chang', 'canva']",0.48333333333333334,Positive
576,580,"At the astronomy observatory, the stargazer marvels at the vastness of the cosmos, contemplating the mysteries hidden within the celestial expanse. ", Celestial Wonder ,2016-09-22 20:00:00, AstronomyEnthusiastStargazing , Facebook , #CelestialWonder #Stargazing ,18.0,35.0, USA ,2016,9,22,20,"['astronomy', 'observatory', 'stargazer', 'marvels', 'vastness', 'cosmos', 'contemplating', 'mysteries', 'hidden', 'within', 'celestial', 'expanse']","['astronomi', 'observatori', 'stargaz', 'marvel', 'vast', 'cosmo', 'contempl', 'mysteri', 'hidden', 'within', 'celesti', 'expans']",-0.16666666666666666,Negative
577,581,"Engulfed in the aroma of freshly brewed coffee, the writer finds inspiration in every sip, embarking on a journey of creativity and prose. ", Creative Inspiration ,2023-02-12 19:45:00, CoffeeLoverWritersRetreat , Twitter , #CreativeInspiration #CoffeeJourney ,22.0,45.0, France ,2023,2,12,19,"['engulfed', 'aroma', 'freshly', 'brewed', 'coffee', 'writer', 'finds', 'inspiration', 'every', 'sip', 'embarking', 'journey', 'creativity', 'prose']","['engulf', 'aroma', 'freshli', 'brew', 'coffe', 'writer', 'find', 'inspir', 'everi', 'sip', 'embark', 'journey', 'creativ', 'prose']",0.3,Positive
578,582,"In the realm of fashion, the designer unveils a collection that tells a story, blending innovation and tradition on the runway of creativity. ", Runway Creativity ,2015-11-10 21:00:00, FashionEnthusiastDesignerShowcase , Instagram , #RunwayCreativity #FashionInnovation ,28.0,55.0, Italy ,2015,11,10,21,"['realm', 'fashion', 'designer', 'unveils', 'collection', 'tells', 'story', 'blending', 'innovation', 'tradition', 'runway', 'creativity']","['realm', 'fashion', 'design', 'unveil', 'collect', 'tell', 'stori', 'blend', 'innov', 'tradit', 'runway', 'creativ']",0.0,Neutral
579,583,"As the waves crash against the shore, the surfer embraces the thrill of riding the ocean's energy, capturing the essence of freedom in each wave. ", Ocean's Freedom ,2021-07-20 18:15:00, SurfingEnthusiastWaveRider , Facebook , #OceansFreedom #SurfingThrills ,22.0,45.0, Brazil ,2021,7,20,18,"['waves', 'crash', 'shore', 'surfer', 'embraces', 'thrill', 'riding', 'ocean', 'energy', 'capturing', 'essence', 'freedom', 'wave']","['wave', 'crash', 'shore', 'surfer', 'embrac', 'thrill', 'ride', 'ocean', 'energi', 'captur', 'essenc', 'freedom', 'wave']",0.0,Neutral
580,584,"Exploring the historical architecture of an ancient city, the traveler is transported to a bygone era, where each monument whispers tales of the past. ", Whispers of the Past ,2019-04-18 20:30:00, HistoryExplorerAncientCityTour , Twitter , #WhispersOfThePast #HistoricalTour ,35.0,70.0, Greece ,2019,4,18,20,"['exploring', 'historical', 'architecture', 'ancient', 'city', 'traveler', 'transported', 'bygone', 'era', 'where', 'monument', 'whispers', 'tales', 'past']","['explor', 'histor', 'architectur', 'ancient', 'citi', 'travel', 'transport', 'bygon', 'era', 'where', 'monument', 'whisper', 'tale', 'past']",-0.125,Negative
581,585,Successfully avoided eye contact with my crush in the hallway. Mission accomplished. #TeenCrush #StealthMode , Excitement ,2023-05-20 19:45:00, CrushAvoider , Twitter , #CrushStruggles #AvoidingEyeContact ,15.0,30.0, USA,2023,5,20,19,"['successfully', 'avoided', 'eye', 'contact', 'crush', 'hallway', 'mission', 'accomplished', 'teencrush', 'stealthmode']","['success', 'avoid', 'eye', 'contact', 'crush', 'hallway', 'mission', 'accomplish', 'teencrush', 'stealthmod']",0.475,Positive
582,586,Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems , Boredom ,2023-05-21 21:00:00, MovieBuff , Instagram , #SnackCrisis #TeenLife ,18.0,35.0, Canada,2023,5,21,21,"['ran', 'snacks', 'movie', 'marathon', 'crisis', 'level', 'emergency', 'movienightstruggles', 'teenproblems']","['ran', 'snack', 'movi', 'marathon', 'crisi', 'level', 'emerg', 'movienightstruggl', 'teenproblem']",0.0,Neutral
583,587,Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. #SelfieQueen #TeenVibes , Joy ,2023-05-22 14:30:00, SelfieAddict , Facebook , #SelfieStruggle #TeenConfessions ,22.0,45.0, UK,2023,5,22,14,"['spent', 'hour', 'choosing', 'perfect', 'filter', 'selfie', 'struggle', 'instagram', 'aesthetic', 'real', 'selfiequeen', 'teenvibes']","['spent', 'hour', 'choos', 'perfect', 'filter', 'selfi', 'struggl', 'instagram', 'aesthet', 'real', 'selfiequeen', 'teenvib']",0.3666666666666667,Positive
584,588,Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife , Frustration ,2023-05-23 16:45:00, AudioExplorer , Twitter , #TeenProblems #LostHeadphones ,20.0,40.0, USA,2023,5,23,16,"['lost', 'headphones', 'how', 'vanish', 'thin', 'air', 'headphonemystery', 'teenlife']","['lost', 'headphon', 'how', 'vanish', 'thin', 'air', 'headphonemysteri', 'teenlif']",-0.4,Negative
585,589,Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions , Surprise ,2023-05-24 13:15:00, MemeCreator , Instagram , #StudyingMemes #TeenLife ,25.0,50.0, Canada,2023,5,24,13,"['decided', 'study', 'exams', 'ended', 'making', 'memes', 'studying', 'instead', 'procrastination', 'level', 'expert', 'procrastinationnation', 'teenconfessions']","['decid', 'studi', 'exam', 'end', 'make', 'meme', 'studi', 'instead', 'procrastin', 'level', 'expert', 'procrastinationn', 'teenconfess']",0.0,Neutral
586,590,"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles ", Indifference ,2023-05-25 19:00:00, FashionBlunder , Facebook , #WeekendOops #TeenFashion ,20.0,40.0, USA,2023,5,25,19,"['got', 'dressed', 'day', 'remembered', 'saturday', 'oops', 'weekendvibes', 'teenstruggles']","['got', 'dress', 'day', 'rememb', 'saturday', 'oop', 'weekendvib', 'teenstruggl']",0.0,Neutral
587,591,Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements , Satisfaction ,2023-05-26 14:20:00, GroupGenius , Twitter , #TeenSuccess #ProjectMiracle ,28.0,55.0, UK,2023,5,26,14,"['survived', 'group', 'project', 'without', 'drama', 'miracles', 'happen', 'groupprojectsuccess', 'teenachievements']","['surviv', 'group', 'project', 'without', 'drama', 'miracl', 'happen', 'groupprojectsuccess', 'teenachiev']",0.0,Neutral
588,592,"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor ", Disgust ,2023-05-27 21:15:00, ChipExplorer , Instagram , #TeenChef #CookingFail ,22.0,45.0, Canada,2023,5,27,21,"['entered', 'kitchen', 'intention', 'cook', 'left', 'bag', 'chips', 'cooking', 'overrated', 'anyway', 'masterchefintraining', 'teenhumor']","['enter', 'kitchen', 'intent', 'cook', 'left', 'bag', 'chip', 'cook', 'overr', 'anyway', 'masterchefintrain', 'teenhumor']",0.0,Neutral
589,593,"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife ", Surprise ,2023-05-28 12:00:00, ExcitementSeeker , Facebook , #ClassEvent #TeenExcitement ,18.0,35.0, USA,2023,5,28,12,"['staring', 'clock', 'class', 'waiting', 'bell', 'ring', 'like', 'exciting', 'event', 'day', 'classcountdown', 'teenlife']","['stare', 'clock', 'class', 'wait', 'bell', 'ring', 'like', 'excit', 'event', 'day', 'classcountdown', 'teenlif']",0.4,Positive
590,594,"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? #BookwormLife #LateNightReading ", Joy ,2023-05-29 23:30:00, NightReader , Twitter , #BookDiscoveries #TeenReading ,30.0,60.0, UK,2023,5,29,23,"['discovered', 'new', 'book', 'series', 'spent', 'whole', 'night', 'reading', 'needs', 'sleep', 'anyway', 'bookwormlife', 'latenightreading']","['discov', 'new', 'book', 'seri', 'spent', 'whole', 'night', 'read', 'need', 'sleep', 'anyway', 'bookwormlif', 'latenightread']",0.07878787878787878,Neutral
591,595,"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming ", Excitement ,2023-05-30 20:45:00, GamingEnthusiast , Instagram , #GameOn #TeenGamer ,22.0,45.0, USA,2023,5,30,20,"['bought', 'new', 'video', 'game', 'played', 'hours', 'forgot', 'eat', 'ultimate', 'gaming', 'session', 'gamerlife', 'nofoodgaming']","['bought', 'new', 'video', 'game', 'play', 'hour', 'forgot', 'eat', 'ultim', 'game', 'session', 'gamerlif', 'nofoodgam']",-0.08787878787878789,Neutral
592,596,Spent the day binge-watching a new series. Productivity level: Zero. #LazyDay #TVSeriesMarathon , Joy ,2023-05-31 15:30:00, LazyWatcher , Facebook , #BingeWatchDay #TeenLife ,35.0,70.0, Canada,2023,5,31,15,"['spent', 'day', 'binge', 'watching', 'new', 'series', 'productivity', 'level', 'zero', 'lazyday', 'tvseriesmarathon']","['spent', 'day', 'bing', 'watch', 'new', 'seri', 'product', 'level', 'zero', 'lazyday', 'tvseriesmarathon']",0.018181818181818174,Neutral
593,597,Caught up on the latest fashion trends and now planning a shopping spree. #Fashionista #TrendyTeen , Excitement ,2023-06-01 18:00:00, TrendExplorer , Twitter , #FashionGoals #TeenStyle ,20.0,40.0, USA,2023,6,1,18,"['caught', 'latest', 'fashion', 'trends', 'planning', 'shopping', 'spree', 'fashionista', 'trendyteen']","['caught', 'latest', 'fashion', 'trend', 'plan', 'shop', 'spree', 'fashionista', 'trendyteen']",0.5,Positive
594,598,Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney , Frustration ,2023-06-02 14:30:00, MusicalExplorer , Instagram , #InstrumentLearning #TeenMusic ,28.0,55.0, UK,2023,6,2,14,"['decided', 'learn', 'new', 'instrument', 'day', 'one', 'still', 'trying', 'figure', 'how', 'hold', 'musicnovice', 'learningjourney']","['decid', 'learn', 'new', 'instrument', 'day', 'one', 'still', 'tri', 'figur', 'how', 'hold', 'musicnovic', 'learningjourney']",0.13636363636363635,Positive
595,599,Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover , Joy ,2023-06-03 21:15:00, MusicAficionado , Facebook , #MusicTherapy #TeenPlaylist ,22.0,45.0, Canada,2023,6,3,21,"['spent', 'hours', 'creating', 'perfect', 'playlist', 'every', 'mood', 'music', 'therapy', 'playlistmaker', 'teenmusiclover']","['spent', 'hour', 'creat', 'perfect', 'playlist', 'everi', 'mood', 'music', 'therapi', 'playlistmak', 'teenmusiclov']",0.45,Positive
596,600,Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef , Pride ,2023-06-04 19:30:00, HomeChef , Twitter , #CookingSuccess #TeenCook ,25.0,50.0, USA,2023,6,4,19,"['successfully', 'cooked', 'gourmet', 'meal', 'family', 'chef', 'skills', 'unlocked', 'chefmode', 'teenchef']","['success', 'cook', 'gourmet', 'meal', 'famili', 'chef', 'skill', 'unlock', 'chefmod', 'teenchef']",0.9375,Positive
597,601,Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape , Excitement ,2023-06-05 10:00:00, AdventureSeeker , Instagram , #GetawayGoals #TeenTravel ,18.0,35.0, UK,2023,6,5,10,"['spontaneously', 'booked', 'weekend', 'getaway', 'adventure', 'awaits', 'travelbug', 'weekendescape']","['spontan', 'book', 'weekend', 'getaway', 'adventur', 'await', 'travelbug', 'weekendescap']",0.75,Positive
598,602,Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight , Joy ,2023-06-06 22:30:00, DanceEnthusiast , Facebook , #MusicMagic #TeenConcert ,28.0,55.0, Canada,2023,6,6,22,"['attended', 'concert', 'danced', 'night', 'away', 'music', 'heartbeat', 'life', 'concertvibes', 'danceallnight']","['attend', 'concert', 'danc', 'night', 'away', 'music', 'heartbeat', 'life', 'concertvib', 'danceallnight']",0.0,Neutral
599,603,Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories , Joy ,2023-06-07 12:45:00, NostalgiaExplorer , Twitter , #ChildhoodMemories #TeenCartoons ,22.0,45.0, USA,2023,6,7,12,"['rediscovered', 'childhood', 'cartoons', 'nostalgia', 'filled', 'marathon', 'cartoonnostalgia', 'teenmemories']","['rediscov', 'childhood', 'cartoon', 'nostalgia', 'fill', 'marathon', 'cartoonnostalgia', 'teenmemori']",0.0,Neutral
600,604,Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor , Excitement ,2023-06-08 16:00:00, HomeDecorator , Instagram , #DIYGoals #TeenCreative ,35.0,70.0, UK,2023,6,8,16,"['embarked', 'diy', 'home', 'decor', 'project', 'let', 'hope', 'turns', 'better', 'last', 'time', 'diyadventure', 'teenhomedecor']","['embark', 'diy', 'home', 'decor', 'project', 'let', 'hope', 'turn', 'better', 'last', 'time', 'diyadventur', 'teenhomedecor']",0.25,Positive
601,605,"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ", Curiosity ,2023-06-09 14:00:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20.0,40.0, USA,2023,6,9,14,"['spent', 'afternoon', 'museum', 'pretending', 'cultured', 'art', 'enthusiast', 'making', 'museumday', 'teenartlover']","['spent', 'afternoon', 'museum', 'pretend', 'cultur', 'art', 'enthusiast', 'make', 'museumday', 'teenartlov']",-0.1,Neutral
602,606,Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger , Curiosity ,2023-06-10 17:30:00, ThoughtfulBlogger , Twitter , #BloggingJourney #TeenThoughts ,30.0,60.0, Canada,2023,6,10,17,"['started', 'blog', 'random', 'thoughts', 'musings', 'blogging', 'new', 'diary', 'bloggerlife', 'teenblogger']","['start', 'blog', 'random', 'thought', 'muse', 'blog', 'new', 'diari', 'bloggerlif', 'teenblogg']",-0.18181818181818182,Negative
603,607,Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon , Contentment ,2023-06-11 15:30:00, NovelEnthusiast , Instagram , #QuietMoments #BookishEscape ,35.0,70.0, USA,2023,6,11,15,"['relishing', 'peaceful', 'afternoon', 'classic', 'novel', 'quiet', 'moments', 'best', 'moments', 'booklover', 'peacefulafternoon']","['relish', 'peac', 'afternoon', 'classic', 'novel', 'quiet', 'moment', 'best', 'moment', 'booklov', 'peacefulafternoon']",0.35416666666666663,Positive
604,608,"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ", Gratitude ,2023-06-12 18:00:00, WiseSoul , Twitter , #AgingGracefully #Memories ,28.0,55.0, UK,2023,6,12,18,"['reflecting', 'lifetime', 'memories', 'wrinkle', 'tells', 'story', 'embracing', 'beauty', 'aging', 'lifereflections', 'beautyinaging']","['reflect', 'lifetim', 'memori', 'wrinkl', 'tell', 'stori', 'embrac', 'beauti', 'age', 'lifereflect', 'beautyinag']",0.0,Neutral
605,609,Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer , Curiosity ,2023-06-13 14:45:00, ArtAdventurer , Facebook , #ArtDiscovery #SeniorArtist ,22.0,45.0, Canada,2023,6,13,14,"['exploring', 'world', 'digital', 'art', 'never', 'late', 'discover', 'new', 'passions', 'digitalartistry', 'latebloomer']","['explor', 'world', 'digit', 'art', 'never', 'late', 'discov', 'new', 'passion', 'digitalartistri', 'latebloom']",-0.05454545454545454,Neutral
606,610,Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys , Contentment ,2023-06-14 19:30:00, HomeChefSenior , Instagram , #HappinessInFood #SeniorLife ,25.0,50.0, USA,2023,6,14,19,"['savoring', 'flavors', 'home', 'cooked', 'meal', 'simple', 'joys', 'heart', 'happiness', 'homecooking', 'simplejoys']","['savor', 'flavor', 'home', 'cook', 'meal', 'simpl', 'joy', 'heart', 'happi', 'homecook', 'simplejoy']",0.35,Positive
607,611,Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate , Curiosity ,2023-06-15 12:15:00, LinguisticExplorer , Twitter , #MindEnrichment #SeniorLearning ,30.0,60.0, UK,2023,6,15,12,"['embarking', 'journey', 'learning', 'new', 'language', 'mind', 'stays', 'young', 'every', 'new', 'word', 'languagelearning', 'nevertoolate']","['embark', 'journey', 'learn', 'new', 'languag', 'mind', 'stay', 'young', 'everi', 'new', 'word', 'languagelearn', 'nevertool']",0.12424242424242422,Positive
608,612,"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ", Joy ,2023-06-16 21:45:00, MusicConnoisseur , Facebook , #MusicLover #SeniorConcert ,18.0,35.0, Canada,2023,6,16,21,"['attended', 'classical', 'music', 'concert', 'feeling', 'timeless', 'melodies', 'resonate', 'music', 'transcends', 'generations', 'classicalmusic', 'timelessmelodies']","['attend', 'classic', 'music', 'concert', 'feel', 'timeless', 'melodi', 'reson', 'music', 'transcend', 'gener', 'classicalmus', 'timelessmelodi']",0.0,Neutral
